ID_Consulta,Tipo_Consulta,Consulta,Respuesta_SAE,Departamento_SAE,Satisfaccion_Cliente,Tiempo_Respuesta_Minutos
4466,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Soporte Académico,5,30
4467,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Soporte Académico,4,30
4468,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Soporte Académico,5,45
4469,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Secretaría Académica,5,30
4470,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Secretaría Académica,3,45
4471,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Secretaría Académica,5,60
4472,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,3,30
4473,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Soporte Académico,5,20
4474,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Coordinación Académica,4,30
4475,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Soporte Académico,5,20
4476,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Soporte Académico,5,60
4477,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,3,60
4478,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Soporte Académico,4,15
4479,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Soporte Académico,4,45
4480,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Secretaría Académica,4,45
4481,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Soporte Académico,4,15
4482,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Secretaría Académica,4,15
4483,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Secretaría Académica,4,15
4484,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Secretaría Académica,5,60
4485,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Secretaría Académica,4,30
4486,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Coordinación Académica,3,15
4487,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,3,45
4488,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Coordinación Académica,3,45
4489,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Secretaría Académica,4,45
4490,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Coordinación Académica,5,60
4491,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Coordinación Académica,4,60
4492,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Coordinación Académica,3,15
4493,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Soporte Académico,5,20
4494,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Coordinación Académica,4,60
4495,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,3,15
4496,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Secretaría Académica,4,20
4497,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Soporte Académico,4,30
4498,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Coordinación Académica,3,30
4499,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Secretaría Académica,5,45
4500,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Soporte Académico,4,30
4501,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Secretaría Académica,4,15
4502,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Soporte Académico,5,45
4503,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,3,20
4504,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Coordinación Académica,4,20
4505,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Secretaría Académica,4,20
4506,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Secretaría Académica,4,45
4507,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,4,45
4508,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Soporte Académico,5,15
4509,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Soporte Académico,5,20
4510,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Secretaría Académica,3,30
4511,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,3,15
4512,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Soporte Académico,5,60
4513,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,3,20
4514,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Soporte Académico,5,20
4515,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Soporte Académico,3,15
4516,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Coordinación Académica,5,20
4517,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Secretaría Académica,4,30
4518,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Coordinación Académica,3,45
4519,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Coordinación Académica,3,20
4520,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Coordinación Académica,3,45
4521,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Coordinación Académica,5,20
4522,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Coordinación Académica,5,30
4523,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,3,30
